file_path,filename,class_name,source_language,source_id,chunk_id,source_dataset,labeling_method,verification_status,class_id,split
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese109chunk(1).wav,Assamese109chunk(1).wav,Bihu,Assamese,Assamese_109,1,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese109chunk(2).wav,Assamese109chunk(2).wav,Bihu,Assamese,Assamese_109,2,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese109chunk(3).wav,Assamese109chunk(3).wav,Bihu,Assamese,Assamese_109,3,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese109chunk(4).wav,Assamese109chunk(4).wav,Bihu,Assamese,Assamese_109,4,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese109chunk(5).wav,Assamese109chunk(5).wav,Bihu,Assamese,Assamese_109,5,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese11chunk(0).wav,Assamese11chunk(0).wav,Bihu,Assamese,Assamese_11,0,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese11chunk(1).wav,Assamese11chunk(1).wav,Bihu,Assamese,Assamese_11,1,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese11chunk(2).wav,Assamese11chunk(2).wav,Bihu,Assamese,Assamese_11,2,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese11chunk(3).wav,Assamese11chunk(3).wav,Bihu,Assamese,Assamese_11,3,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese11chunk(4).wav,Assamese11chunk(4).wav,Bihu,Assamese,Assamese_11,4,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese11chunk(5).wav,Assamese11chunk(5).wav,Bihu,Assamese,Assamese_11,5,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese113chunk(0).wav,Assamese113chunk(0).wav,Bihu,Assamese,Assamese_113,0,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese113chunk(1).wav,Assamese113chunk(1).wav,Bihu,Assamese,Assamese_113,1,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese113chunk(2).wav,Assamese113chunk(2).wav,Bihu,Assamese,Assamese_113,2,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese113chunk(3).wav,Assamese113chunk(3).wav,Bihu,Assamese,Assamese_113,3,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese113chunk(4).wav,Assamese113chunk(4).wav,Bihu,Assamese,Assamese_113,4,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese113chunk(5).wav,Assamese113chunk(5).wav,Bihu,Assamese,Assamese_113,5,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese116chunk(0).wav,Assamese116chunk(0).wav,Bihu,Assamese,Assamese_116,0,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese116chunk(1).wav,Assamese116chunk(1).wav,Bihu,Assamese,Assamese_116,1,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese116chunk(2).wav,Assamese116chunk(2).wav,Bihu,Assamese,Assamese_116,2,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese116chunk(3).wav,Assamese116chunk(3).wav,Bihu,Assamese,Assamese_116,3,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese116chunk(4).wav,Assamese116chunk(4).wav,Bihu,Assamese,Assamese_116,4,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese116chunk(5).wav,Assamese116chunk(5).wav,Bihu,Assamese,Assamese_116,5,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese117chunk(0).wav,Assamese117chunk(0).wav,Bihu,Assamese,Assamese_117,0,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese117chunk(1).wav,Assamese117chunk(1).wav,Bihu,Assamese,Assamese_117,1,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese117chunk(2).wav,Assamese117chunk(2).wav,Bihu,Assamese,Assamese_117,2,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese117chunk(3).wav,Assamese117chunk(3).wav,Bihu,Assamese,Assamese_117,3,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese117chunk(4).wav,Assamese117chunk(4).wav,Bihu,Assamese,Assamese_117,4,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese117chunk(5).wav,Assamese117chunk(5).wav,Bihu,Assamese,Assamese_117,5,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese120chunk(0).wav,Assamese120chunk(0).wav,Bihu,Assamese,Assamese_120,0,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese120chunk(1).wav,Assamese120chunk(1).wav,Bihu,Assamese,Assamese_120,1,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese120chunk(2).wav,Assamese120chunk(2).wav,Bihu,Assamese,Assamese_120,2,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese120chunk(3).wav,Assamese120chunk(3).wav,Bihu,Assamese,Assamese_120,3,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese120chunk(4).wav,Assamese120chunk(4).wav,Bihu,Assamese,Assamese_120,4,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese120chunk(5).wav,Assamese120chunk(5).wav,Bihu,Assamese,Assamese_120,5,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese121chunk(0).wav,Assamese121chunk(0).wav,Bihu,Assamese,Assamese_121,0,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese121chunk(1).wav,Assamese121chunk(1).wav,Bihu,Assamese,Assamese_121,1,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese121chunk(2).wav,Assamese121chunk(2).wav,Bihu,Assamese,Assamese_121,2,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese121chunk(3).wav,Assamese121chunk(3).wav,Bihu,Assamese,Assamese_121,3,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese121chunk(4).wav,Assamese121chunk(4).wav,Bihu,Assamese,Assamese_121,4,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese121chunk(5).wav,Assamese121chunk(5).wav,Bihu,Assamese,Assamese_121,5,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese124chunk(0).wav,Assamese124chunk(0).wav,Bihu,Assamese,Assamese_124,0,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese124chunk(1).wav,Assamese124chunk(1).wav,Bihu,Assamese,Assamese_124,1,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese124chunk(2).wav,Assamese124chunk(2).wav,Bihu,Assamese,Assamese_124,2,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese124chunk(3).wav,Assamese124chunk(3).wav,Bihu,Assamese,Assamese_124,3,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese124chunk(4).wav,Assamese124chunk(4).wav,Bihu,Assamese,Assamese_124,4,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese124chunk(5).wav,Assamese124chunk(5).wav,Bihu,Assamese,Assamese_124,5,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese129chunk(0).wav,Assamese129chunk(0).wav,Bihu,Assamese,Assamese_129,0,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese129chunk(1).wav,Assamese129chunk(1).wav,Bihu,Assamese,Assamese_129,1,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese129chunk(2).wav,Assamese129chunk(2).wav,Bihu,Assamese,Assamese_129,2,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese129chunk(3).wav,Assamese129chunk(3).wav,Bihu,Assamese,Assamese_129,3,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese129chunk(4).wav,Assamese129chunk(4).wav,Bihu,Assamese,Assamese_129,4,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese129chunk(5).wav,Assamese129chunk(5).wav,Bihu,Assamese,Assamese_129,5,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese131chunk(0).wav,Assamese131chunk(0).wav,Bihu,Assamese,Assamese_131,0,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese131chunk(1).wav,Assamese131chunk(1).wav,Bihu,Assamese,Assamese_131,1,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese131chunk(2).wav,Assamese131chunk(2).wav,Bihu,Assamese,Assamese_131,2,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese131chunk(3).wav,Assamese131chunk(3).wav,Bihu,Assamese,Assamese_131,3,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese131chunk(4).wav,Assamese131chunk(4).wav,Bihu,Assamese,Assamese_131,4,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese131chunk(5).wav,Assamese131chunk(5).wav,Bihu,Assamese,Assamese_131,5,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese133chunk(0).wav,Assamese133chunk(0).wav,Bihu,Assamese,Assamese_133,0,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese133chunk(1).wav,Assamese133chunk(1).wav,Bihu,Assamese,Assamese_133,1,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese133chunk(2).wav,Assamese133chunk(2).wav,Bihu,Assamese,Assamese_133,2,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese133chunk(3).wav,Assamese133chunk(3).wav,Bihu,Assamese,Assamese_133,3,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese133chunk(4).wav,Assamese133chunk(4).wav,Bihu,Assamese,Assamese_133,4,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese133chunk(5).wav,Assamese133chunk(5).wav,Bihu,Assamese,Assamese_133,5,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese136chunk(0).wav,Assamese136chunk(0).wav,Bihu,Assamese,Assamese_136,0,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese136chunk(1).wav,Assamese136chunk(1).wav,Bihu,Assamese,Assamese_136,1,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese136chunk(2).wav,Assamese136chunk(2).wav,Bihu,Assamese,Assamese_136,2,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese136chunk(3).wav,Assamese136chunk(3).wav,Bihu,Assamese,Assamese_136,3,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese136chunk(4).wav,Assamese136chunk(4).wav,Bihu,Assamese,Assamese_136,4,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese136chunk(5).wav,Assamese136chunk(5).wav,Bihu,Assamese,Assamese_136,5,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese17chunk(0).wav,Assamese17chunk(0).wav,Bihu,Assamese,Assamese_17,0,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese17chunk(1).wav,Assamese17chunk(1).wav,Bihu,Assamese,Assamese_17,1,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese17chunk(2).wav,Assamese17chunk(2).wav,Bihu,Assamese,Assamese_17,2,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese17chunk(3).wav,Assamese17chunk(3).wav,Bihu,Assamese,Assamese_17,3,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese17chunk(4).wav,Assamese17chunk(4).wav,Bihu,Assamese,Assamese_17,4,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese17chunk(5).wav,Assamese17chunk(5).wav,Bihu,Assamese,Assamese_17,5,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese18chunk(0).wav,Assamese18chunk(0).wav,Bihu,Assamese,Assamese_18,0,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese18chunk(1).wav,Assamese18chunk(1).wav,Bihu,Assamese,Assamese_18,1,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese18chunk(2).wav,Assamese18chunk(2).wav,Bihu,Assamese,Assamese_18,2,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese18chunk(3).wav,Assamese18chunk(3).wav,Bihu,Assamese,Assamese_18,3,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese18chunk(4).wav,Assamese18chunk(4).wav,Bihu,Assamese,Assamese_18,4,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese18chunk(5).wav,Assamese18chunk(5).wav,Bihu,Assamese,Assamese_18,5,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese19chunk(0).wav,Assamese19chunk(0).wav,Bihu,Assamese,Assamese_19,0,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese19chunk(1).wav,Assamese19chunk(1).wav,Bihu,Assamese,Assamese_19,1,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
dataset\indian_folk_31\raw_sources\Indian-Folk-Songs\audio chunks\Assamese\Assamese19chunk(2).wav,Assamese19chunk(2).wav,Bihu,Assamese,Assamese_19,2,A-dataset-of-Indian-Folk-Songs,source_category_proxy_mapping,proxy_label_not_manual_style_verification,0,train
